,blue_team,red_team,result
688,FlyQuest,Counter Logic Gaming,1
689,XTEN Esports,Furious Gaming,0
690,Full Spectrum,Orgless,1
691,TSM Academy,Evil Geniuses Academy,0
692,Infinity Esports,Pixel Esports Club,1
693,Orgless,Full Spectrum,1
694,Full Spectrum,Orgless,0
695,Asura,Element Mystic,0
696,Element Mystic,Asura,1
697,Seorabeol Gaming,Jin Air Green Wings,1
698,Jin Air Green Wings,Seorabeol Gaming,0
699,Team Liquid Academy,Dignitas Academy,1
700,Golden Guardians Academy,100 Thieves Academy,1
701,Cloud9 Academy,Immortals Academy,1
702,Team Liquid,Dignitas,1
703,TSM,Evil Geniuses,1
704,devils.one,piratesports,1
705,Illuminar Gaming,PRIDE,1
706,LDLC OL,GameWard,1
707,Demise,NVision Esports,0
708,K1ck Neosurf,AVEZ Esport,1
709,AGO ROGUE,Diablo Chairs,1
710,Fnatic Rising,MnM Gaming,1
711,Misfits Premier,GamersOrigin,1
712,BT Excel,Phelan Gaming,1
713,Barrage Esports,Enclave Gaming,1
714,Team MCES,Solary,0
715,IZI Dream,Vitality.Bee,0
716,unknown team,100 Thieves Next,0
717,Issue is Critical,Snowman Slammers,0
718,Supernova,Grand View University,1
719,Full Spectrum,Robert Morris University Illinois,1
720,Team Fish Taco,Orgless,0
721,100 Thieves Next,unknown team,1
722,Snowman Slammers,Issue is Critical,0
723,Robert Morris University Illinois,Full Spectrum,0
724,Grand View University,Supernova,0
725,Orgless,Team Fish Taco,1
726,Issue is Critical,Snowman Slammers,1
727,KT Rolster,SANDBOX Gaming,0
728,SANDBOX Gaming,KT Rolster,0
729,KT Rolster,SANDBOX Gaming,1
730,T1,Griffin,1
731,Griffin,T1,0
732,AGO ROGUE,piratesports,1
733,AVEZ Esport,Diablo Chairs,0
734,Enclave Gaming,Fnatic Rising,0
735,devils.one,PRIDE,0
736,IZI Dream,Team MCES,0
737,Barrage Esports,Phelan Gaming,1
738,K1ck Neosurf,Illuminar Gaming,1
739,BT Excel,NVision Esports,1
740,GameWard,Solary,1
741,Demise,MnM Gaming,0
742,Misfits Premier,Vitality.Bee,1
743,GamersOrigin,LDLC OL,1
744,hyFresh Blade,Spear Gaming,0
745,Spear Gaming,hyFresh Blade,0
746,hyFresh Blade,Spear Gaming,0
747,Gen.G,Afreeca Freecs,0
748,Jin Air Green Wings,Asura,0
749,Afreeca Freecs,Gen.G,0
750,Asura,Jin Air Green Wings,1
751,Gen.G,Afreeca Freecs,1
752,Hanwha Life Esports,DAMWON Gaming,0
753,DAMWON Gaming,Hanwha Life Esports,0
754,Hanwha Life Esports,DAMWON Gaming,0
755,Team AURORA Academy,Galakticos Academy,0
756,5 Ronin Academy,Beşiktaş Academy,1
757,Dark Passage Academy,Royal Youth Academy,1
758,İstanbul Wildcats Academy,1907 Fenerbahçe Academy,1
759,Team Dynamics,Seorabeol Gaming,0
760,Avant Gaming,Chiefs Esports Club,0
761,ORDER,Legacy Esports,0
762,Seorabeol Gaming,Team Dynamics,1
763,SeolHaeOne Prince,DRX,0
764,MAMMOTH,Gravitas,1
765,Element Mystic,OZ Gaming,1
766,Dire Wolves,Pentanet.GG,1
767,OZ Gaming,Element Mystic,1
768,DRX,SeolHaeOne Prince,1
769,Element Mystic,OZ Gaming,1
770,T1,SANDBOX Gaming,1
771,FTV Esports,V Gaming Adonis,0
772,V Gaming Adonis,FTV Esports,0
773,SANDBOX Gaming,T1,0
774,FTV Esports,V Gaming Adonis,1
775,Galakticos Academy,Beşiktaş Academy,0
776,Team Flash,Team Secret,0
777,Team Secret,Team Flash,1
778,Dark Passage Academy,İstanbul Wildcats Academy,0
779,Rogue,Excel Esports,1
780,5 Ronin Academy,1907 Fenerbahçe Academy,1
781,Royal Youth Academy,SuperMassive Academy,0
782,Team Vitality,MAD Lions,0
783,Misfits Gaming,Fnatic,0
784,FC Schalke 04 Esports,Origen,0
785,G2 Esports,SK Gaming,1
786,100 Thieves Academy,Evil Geniuses Academy,1
787,Team Liquid Academy,Immortals Academy,1
788,TSM Academy,CLG Academy,1
789,Dignitas Academy,FlyQuest Academy,1
790,Cloud9 Academy,Golden Guardians Academy,1
791,Chiefs Esports Club,ORDER,1
792,Dire Wolves,Gravitas,1
793,Pentanet.GG,Avant Gaming,1
794,KT Rolster,Hanwha Life Esports,1
795,Legacy Esports,MAMMOTH,1
796,Hanwha Life Esports,KT Rolster,0
797,DAMWON Gaming,Afreeca Freecs,1
798,CERBERUS Esports,EVOS Esports,1
799,ahq eSports Club,J Team,1
800,Team AURORA,Galakticos,0
801,EVOS Esports,CERBERUS Esports,0
802,Berjaya Dragons,Resurgence,1
803,5 Ronin,Beşiktaş Esports,1
804,Afreeca Freecs,DAMWON Gaming,1
805,Saigon Buffalo,GAM Esports,0
806,Dark Passage,Royal Youth,1
807,DAMWON Gaming,Afreeca Freecs,0
808,Liyab Esports,Hong Kong Attitude,1
809,Elements Pro Gaming,RoX,0
810,GAM Esports,Saigon Buffalo,1
811,İstanbul Wildcats,1907 Fenerbahçe Esports,0
812,Resurgence,Machi Esports,0
813,CrowCrowd,Dragon Army,1
814,Talon Esports,Nova Esports,1
815,SK Gaming,Misfits Gaming,0
816,M19,Vega Squadron,0
817,paiN Gaming,FURIA Esports,1
818,Gambit Esports,Unicorns Of Love.CIS,0
819,MAD Lions,Excel Esports,0
820,Vivo Keyd,KaBuM! e-Sports,1
821,Fnatic,FC Schalke 04 Esports,1
822,Flamengo Esports,INTZ,1
823,Rogue,Origen,0
824,Prodigy Esports,Redemption eSports Porto Alegre,1
825,G2 Esports,Team Vitality,1
826,Rainbow7,All Knights,0
827,Cloud9,FlyQuest,1
828,Furious Gaming,Infinity Esports,0
829,Team Liquid,TSM,1
830,Azules Esports,XTEN Esports,0
831,Golden Guardians,Immortals,1
832,Isurus,Pixel Esports Club,1
833,100 Thieves,Evil Geniuses,1
834,Vegas Inferno,ANEW Academy,1
835,Team Liquid Academy,100 Thieves Academy,1
836,ANEW Academy,Vegas Inferno,1
837,AXIZ,Rascal Jester,1
838,Vegas Inferno,ANEW Academy,0
839,Rascal Jester,Burning Core,1
840,Gen.G,SeolHaeOne Prince,1
841,Burning Core,DetonatioN FocusMe,0
842,AXIZ,V3 Esports,1
843,SeolHaeOne Prince,Gen.G,0
844,Resurgence,Nova Esports,0
845,Sengoku Gaming,DetonatioN FocusMe,1
846,J Team,Hong Kong Attitude,1
847,EVOS Esports,Team Flash,0
848,Galakticos,Beşiktaş Esports,1
849,DRX,Griffin,1
850,V3 Esports,Fukuoka SoftBank Hawks gaming,1
851,Talon Esports,Liyab Esports,1
852,Dark Passage,İstanbul Wildcats,0
853,Griffin,DRX,0
854,Team Flash,EVOS Esports,0
855,Berjaya Dragons,ahq eSports Club,0
856,Crest Gaming Act,Sengoku Gaming,0
857,Elements Pro Gaming,Dragon Army,1
858,5 Ronin,1907 Fenerbahçe Esports,0
859,EVOS Esports,Team Flash,0
860,Machi Esports,Talon Esports,0
861,Crest Gaming Act,Fukuoka SoftBank Hawks gaming,1
862,Royal Youth,SuperMassive Esports,0
863,CrowCrowd,RoX,0
864,CERBERUS Esports,GAM Esports,0
865,GAM Esports,CERBERUS Esports,1
866,Vega Squadron,Gambit Esports,1
867,Flamengo Esports,paiN Gaming,1
868,M19,Unicorns Of Love.CIS,0
869,Redemption eSports Porto Alegre,INTZ,0
870,Vivo Keyd,Prodigy Esports,1
871,KaBuM! e-Sports,FURIA Esports,1
872,Team Liquid,100 Thieves,1
873,Infinity Esports,XTEN Esports,1
874,Dignitas,FlyQuest,0
875,Isurus,Furious Gaming,1
876,Counter Logic Gaming,TSM,1
877,All Knights,Azules Esports,1
878,Evil Geniuses,Golden Guardians,1
879,Pixel Esports Club,Rainbow7,0
880,FlyQuest Academy,TSM Academy,1
881,Jin Air Green Wings,hyFresh Blade,0
882,hyFresh Blade,Jin Air Green Wings,1
883,OZ Gaming,Asura,0
884,Asura,OZ Gaming,1
885,CLG Academy,Immortals Academy,1
886,Evil Geniuses Academy,Golden Guardians Academy,1
887,Cloud9 Academy,Dignitas Academy,1
888,Team oNe eSports,Falkol,1
889,Immortals,Counter Logic Gaming,1
890,RED Canids,Intergalaxy Tigers Gaming,1
891,Havan Liberty Gaming,Santos e-Sports,0
892,Cloud9,Dignitas,1
893,piratesports,Diablo Chairs,1
894,Illuminar Gaming,AGO ROGUE,0
895,PRIDE,AVEZ Esport,0
896,MnM Gaming,BT Excel,0
897,Misfits Premier,IZI Dream,1
898,Fnatic Rising,Demise,1
899,K1ck Neosurf,devils.one,1
900,NVision Esports,Barrage Esports,0
901,Phelan Gaming,Enclave Gaming,1
902,GameWard,Team MCES,1
903,Solary,GamersOrigin,0
904,LDLC OL,Vitality.Bee,1
905,Intergalaxy Tigers Gaming,Team oNe eSports,0
906,Orgless,Robert Morris University Illinois,1
907,Supernova,Snowman Slammers,1
908,Grand View University,Issue is Critical,0
909,Falkol,Havan Liberty Gaming,1
910,Team Fish Taco,Full Spectrum,1
911,unknown team,unknown team,0
912,Snowman Slammers,Supernova,0
913,Robert Morris University Illinois,Orgless,0
914,Issue is Critical,Grand View University,1
915,Full Spectrum,Team Fish Taco,0
916,Santos e-Sports,RED Canids,1
917,unknown team,unknown team,0
918,unknown team,unknown team,0
919,DAMWON Gaming,DRX,0
920,DRX,DAMWON Gaming,1
921,Hanwha Life Esports,SeolHaeOne Prince,0
922,SeolHaeOne Prince,Hanwha Life Esports,1
923,AVEZ Esport,devils.one,0
924,Diablo Chairs,Illuminar Gaming,1
925,piratesports,PRIDE,1
926,Barrage Esports,MnM Gaming,0
927,LDLC OL,IZI Dream,1
928,K1ck Neosurf,AGO ROGUE,1
929,Enclave Gaming,NVision Esports,0
930,Misfits Premier,Team MCES,1
931,Phelan Gaming,Fnatic Rising,0
932,GameWard,GamersOrigin,1
933,BT Excel,Demise,1
934,Solary,Vitality.Bee,1
935,Seorabeol Gaming,Asura,1
936,Asura,Seorabeol Gaming,1
937,Seorabeol Gaming,Asura,0
938,SANDBOX Gaming,Gen.G,0
939,Spear Gaming,Jin Air Green Wings,0
940,Gen.G,SANDBOX Gaming,1
941,Jin Air Green Wings,Spear Gaming,0
942,Afreeca Freecs,T1,0
943,Spear Gaming,Jin Air Green Wings,0
944,T1,Afreeca Freecs,0
945,Afreeca Freecs,T1,1
946,Galakticos Academy,Dark Passage Academy,0
947,5 Ronin Academy,İstanbul Wildcats Academy,0
948,SuperMassive Academy,Beşiktaş Academy,0
949,Royal Youth Academy,Team AURORA Academy,0
950,Element Mystic,Team Dynamics,0
951,Pentanet.GG,ORDER,0
952,Team Dynamics,Element Mystic,0
953,Avant Gaming,MAMMOTH,0
954,Legacy Esports,Dire Wolves,1
955,Element Mystic,Team Dynamics,1
956,Griffin,KT Rolster,1
957,ORDER,Avant Gaming,1
958,J Team,Nova Esports,0
959,hyFresh Blade,OZ Gaming,1
960,KT Rolster,Griffin,1
961,OZ Gaming,hyFresh Blade,1
962,Griffin,KT Rolster,0
963,Saigon Buffalo,V Gaming Adonis,1
964,Hong Kong Attitude,Resurgence,1
965,hyFresh Blade,OZ Gaming,0
966,V Gaming Adonis,Saigon Buffalo,1
967,ahq eSports Club,Alpha Esports,1
968,Saigon Buffalo,V Gaming Adonis,1
969,Hong Kong Attitude,Talon Esports,0
970,FTV Esports,Team Secret,0
971,Team Secret,FTV Esports,1
972,Liyab Esports,Berjaya Dragons,1
973,Team AURORA Academy,1907 Fenerbahçe Academy,1
974,Dark Passage Academy,SuperMassive Academy,0
975,Machi Esports,ahq eSports Club,0
976,5 Ronin Academy,Galakticos Academy,1
977,Royal Youth Academy,Beşiktaş Academy,0
978,Team Vitality,Rogue,0
979,FC Schalke 04 Esports,MAD Lions,0
980,SK Gaming,Fnatic,0
981,Excel Esports,Misfits Gaming,0
982,Origen,G2 Esports,0
983,CLG Academy,Team Liquid Academy,0
984,Golden Guardians Academy,Dignitas Academy,0
985,100 Thieves Academy,Immortals Academy,1
986,Evil Geniuses Academy,FlyQuest Academy,1
987,ANEW Academy,First Blood Crusade,0
988,TSM Academy,Cloud9 Academy,0
989,First Blood Crusade,ANEW Academy,1
990,Crest Gaming Act,DetonatioN FocusMe,0
991,Gravitas,Legacy Esports,1
992,DetonatioN FocusMe,Fukuoka SoftBank Hawks gaming,1
993,MAMMOTH,Chiefs Esports Club,0
994,Fukuoka SoftBank Hawks gaming,Sengoku Gaming,0
995,Pentanet.GG,Gravitas,1
996,J Team,Alpha Esports,1
997,Rascal Jester,Crest Gaming Act,1
998,Chiefs Esports Club,Dire Wolves,0
999,Machi Esports,Nova Esports,1
1000,Sengoku Gaming,AXIZ,1
1001,Team Secret,Saigon Buffalo,0
1002,J Team,Resurgence,1
1003,AXIZ,Burning Core,1
1004,Galakticos,Dark Passage,0
1005,Saigon Buffalo,Team Secret,0
1006,Liyab Esports,Machi Esports,0
1007,Rascal Jester,V3 Esports,0
1008,Team Secret,Saigon Buffalo,0
1009,Hong Kong Attitude,Berjaya Dragons,0
1010,5 Ronin,İstanbul Wildcats,0
1011,V3 Esports,Burning Core,1
1012,CrowCrowd,M19,1
1013,Team Flash,FTV Esports,1
1014,ahq eSports Club,Liyab Esports,1
1015,Beşiktaş Esports,SuperMassive Esports,0
1016,FTV Esports,Team Flash,1
1017,Vega Squadron,Elements Pro Gaming,1
1018,Alpha Esports,Talon Esports,1
1019,Royal Youth,Team AURORA,0
1020,Team Flash,FTV Esports,1
1021,Unicorns Of Love.CIS,Dragon Army,1
1022,SK Gaming,FC Schalke 04 Esports,0
1023,KaBuM! e-Sports,Redemption eSports Porto Alegre,1
1024,RoX,Gambit Esports,1
1025,Excel Esports,Team Vitality,1
1026,paiN Gaming,INTZ,1
1027,Rogue,MAD Lions,1
1028,FURIA Esports,Prodigy Esports,1
1029,Origen,Misfits Gaming,1
1030,Vivo Keyd,Flamengo Esports,1
1031,Fnatic,G2 Esports,0
1032,Rainbow7,Furious Gaming,1
1033,TSM,Cloud9,1
1034,XTEN Esports,Isurus,0
1035,Dignitas,100 Thieves,0
1036,Pixel Esports Club,All Knights,0
1037,Team Liquid,Counter Logic Gaming,0
1038,Azules Esports,Infinity Esports,0
1039,Evil Geniuses,FlyQuest,1
1040,TSM Academy,Team Liquid Academy,1
1041,Sengoku Gaming,Rascal Jester,0
1042,Burning Core,Sengoku Gaming,0
1043,Burning Core,Fukuoka SoftBank Hawks gaming,1
1044,Fukuoka SoftBank Hawks gaming,Rascal Jester,0
1045,Berjaya Dragons,Alpha Esports,1
1046,V3 Esports,DetonatioN FocusMe,1
1047,Machi Esports,Alpha Esports,0
1048,V Gaming Adonis,CERBERUS Esports,1
1049,DetonatioN FocusMe,AXIZ,1
1050,ahq eSports Club,Resurgence,1
1051,Team AURORA,1907 Fenerbahçe Esports,0
1052,Crest Gaming Act,AXIZ,0
1053,CERBERUS Esports,V Gaming Adonis,0
1054,Liyab Esports,Nova Esports,1
1055,SuperMassive Esports,Dark Passage,1
1056,Gambit Esports,Elements Pro Gaming,0
1057,GAM Esports,EVOS Esports,1
1058,Machi Esports,Berjaya Dragons,1
1059,Crest Gaming Act,V3 Esports,0
1060,Galakticos,5 Ronin,1
1061,EVOS Esports,GAM Esports,0
1062,Hong Kong Attitude,Nova Esports,1
1063,Royal Youth,Beşiktaş Esports,0
1064,Unicorns Of Love.CIS,CrowCrowd,1
1065,Talon Esports,J Team,0
1066,Dragon Army,M19,1
1067,INTZ,KaBuM! e-Sports,1
1068,Vega Squadron,RoX,0
1069,Prodigy Esports,Flamengo Esports,1
1070,paiN Gaming,Vivo Keyd,0
1071,100 Thieves,Immortals,1
1072,FURIA Esports,Redemption eSports Porto Alegre,0
1073,FlyQuest,TSM,0
1074,Infinity Esports,Isurus,1
1075,Golden Guardians,Dignitas,1
1076,Counter Logic Gaming,Evil Geniuses,0
1077,Rainbow7,XTEN Esports,1
1078,Pixel Esports Club,Azules Esports,1
1079,FlyQuest Academy,Cloud9 Academy,0
1080,All Knights,Furious Gaming,1
1081,LNG Esports,Oh My God,1
1082,Oh My God,LNG Esports,1
1083,LNG Esports,Oh My God,0
1084,FunPlus Phoenix,JD Gaming,1
1085,FunPlus Phoenix,JD Gaming,0
1086,JD Gaming,FunPlus Phoenix,0
1087,Royal Never Give Up,Top Esports,1
1088,Royal Never Give Up,Top Esports,1
1089,CLG Academy,Evil Geniuses Academy,0
1090,Dignitas Academy,100 Thieves Academy,0
1091,Golden Guardians Academy,Immortals Academy,0
1092,Immortals,Team Liquid,1
1093,RED Canids,Falkol,1
1094,Santos e-Sports,Intergalaxy Tigers Gaming,1
1095,Cloud9,Golden Guardians,1
1096,Havan Liberty Gaming,Team oNe eSports,1
1097,Dominus Esports,LGD Gaming,1
1098,LGD Gaming,Dominus Esports,0
1099,Suning,eStar,0
1100,eStar,Suning,0
1101,Suning,eStar,0
1102,piratesports,K1ck Neosurf,1
1103,Diablo Chairs,PRIDE,0
1104,NVision Esports,Phelan Gaming,1
1105,devils.one,AGO ROGUE,1
1106,GameWard,Vitality.Bee,0
1107,Demise,Barrage Esports,0
1108,AVEZ Esport,Illuminar Gaming,1
1109,MnM Gaming,Enclave Gaming,1
1110,GameWard,Vitality.Bee,1
1111,Fnatic Rising,BT Excel,0
1112,GameWard,Vitality.Bee,0
1113,Vitality.Bee,GameWard,1
1114,Intergalaxy Tigers Gaming,Falkol,0
1115,100 Thieves Next,unknown team,1
1116,First Blood Crusade,Vegas Inferno,1
1117,Issue is Critical,Supernova,1
1118,Grand View University,Snowman Slammers,0
1119,Havan Liberty Gaming,RED Canids,1
1120,Vegas Inferno,First Blood Crusade,0
1121,unknown team,100 Thieves Next,0
1122,Orgless,Full Spectrum,0
1123,Supernova,Issue is Critical,0
1124,Snowman Slammers,Grand View University,1
1125,Team oNe eSports,Santos e-Sports,0
1126,Full Spectrum,Orgless,0
1127,Orgless,Full Spectrum,1
1128,Royal Never Give Up,Oh My God,1
1129,Oh My God,Royal Never Give Up,1
1130,Royal Never Give Up,Oh My God,1
1131,Victory Five,Team WE,0
1132,Team WE,Victory Five,1
1133,Invictus Gaming,Vici Gaming,1
1134,Invictus Gaming,Vici Gaming,1
1135,AGO ROGUE,PRIDE,1
1136,K1ck Neosurf,Diablo Chairs,1
1137,piratesports,AVEZ Esport,1
1138,Barrage Esports,BT Excel,0
1139,devils.one,Illuminar Gaming,1
1140,Phelan Gaming,MnM Gaming,0
1141,GamersOrigin,Vitality.Bee,0
1142,Enclave Gaming,Demise,0
1143,GamersOrigin,Vitality.Bee,1
1144,GamersOrigin,Vitality.Bee,1
1145,NVision Esports,Fnatic Rising,1
1146,Vitality.Bee,GamersOrigin,1
1147,GamersOrigin,Vitality.Bee,1
1148,eStar,LGD Gaming,1
1149,LGD Gaming,eStar,0
1150,Bilibili Gaming,LNG Esports,1
1151,LNG Esports,Bilibili Gaming,1
1152,Crest Gaming Act,Burning Core,1
1153,Bilibili Gaming,LNG Esports,0
1154,EDward Gaming,Suning,0
1155,EDward Gaming,Suning,0
1156,İstanbul Wildcats Academy,Royal Youth Academy,1
1157,5 Ronin Academy,Dark Passage Academy,1
1158,Team AURORA Academy,SuperMassive Academy,1
1159,Galakticos Academy,1907 Fenerbahçe Academy,0
1160,Dire Wolves,Avant Gaming,1
1161,Pentanet.GG,Legacy Esports,1
1162,Oh My God,Rogue Warriors,1
1163,Avant Gaming,Gravitas,1
1164,Rogue Warriors,Oh My God,0
1165,Team WE,Vici Gaming,1
1166,Chiefs Esports Club,Legacy Esports,0
1167,Team WE,Vici Gaming,1
1168,ahq eSports Club,Nova Esports,1
1169,Dominus Esports,FunPlus Phoenix,0
1170,CERBERUS Esports,Team Secret,0
1171,Liyab Esports,J Team,1
1172,Dominus Esports,FunPlus Phoenix,0
1173,Team Secret,CERBERUS Esports,0
1174,Alpha Esports,Resurgence,1
1175,CERBERUS Esports,Team Secret,1
1176,J Team,Machi Esports,0
1177,Alpha Esports,Hong Kong Attitude,1
1178,EVOS Esports,V Gaming Adonis,1
1179,V Gaming Adonis,EVOS Esports,1
1180,5 Ronin Academy,SuperMassive Academy,0
1181,Berjaya Dragons,Talon Esports,0
1182,EVOS Esports,V Gaming Adonis,1
1183,Royal Youth Academy,1907 Fenerbahçe Academy,0
1184,Team AURORA Academy,İstanbul Wildcats Academy,0
1185,Beşiktaş Academy,Dark Passage Academy,0
1186,Victory Five,JD Gaming,0
1187,JD Gaming,Victory Five,1
1188,eStar,EDward Gaming,0
1189,Hong Kong Attitude,Machi Esports,0
1190,eStar,EDward Gaming,0
1191,GAM Esports,Team Flash,1
1192,Nova Esports,Alpha Esports,1
1193,Bilibili Gaming,Suning,0
1194,İstanbul Wildcats,Royal Youth,1
1195,Bilibili Gaming,Suning,0
1196,Team Flash,GAM Esports,1
1197,Berjaya Dragons,Nova Esports,1
1198,5 Ronin,Dark Passage,0
1199,GAM Esports,Team Flash,1
1200,Vega Squadron,Dragon Army,0
1201,ahq eSports Club,Talon Esports,0
1202,Team AURORA,SuperMassive Esports,0
1203,Saigon Buffalo,FTV Esports,1
1204,J Team,Berjaya Dragons,0
1205,Galakticos,1907 Fenerbahçe Esports,0
1206,Gambit Esports,CrowCrowd,1
1207,FTV Esports,Saigon Buffalo,0
1208,M19,Elements Pro Gaming,0
1209,RoX,Unicorns Of Love.CIS,1
1210,INTZ,Vivo Keyd,1
1211,Flamengo Esports,FURIA Esports,1
1212,KaBuM! e-Sports,Prodigy Esports,1
1213,Redemption eSports Porto Alegre,paiN Gaming,0
1214,FTV Esports,CERBERUS Esports,1
1215,CERBERUS Esports,FTV Esports,1
1216,Rogue Warriors,Invictus Gaming,0
1217,FTV Esports,CERBERUS Esports,1
1218,Rogue Warriors,Invictus Gaming,1
1219,Liyab Esports,Resurgence,0
1220,V Gaming Adonis,GAM Esports,0
1221,Rogue Warriors,Invictus Gaming,0
1222,GAM Esports,V Gaming Adonis,1
1223,Royal Never Give Up,Team WE,1
1224,Alpha Esports,Liyab Esports,1
1225,Royal Never Give Up,Team WE,1
1226,ahq eSports Club,Hong Kong Attitude,1
1227,SuperMassive Esports,5 Ronin,1
1228,Top Esports,LGD Gaming,0
1229,Talon Esports,Resurgence,1
1230,LGD Gaming,Top Esports,1
1231,1907 Fenerbahçe Esports,Royal Youth,1
1232,Berjaya Dragons,Hong Kong Attitude,1
1233,Vega Squadron,Unicorns Of Love.CIS,0
1234,Team AURORA,İstanbul Wildcats,1
1235,ahq eSports Club,Machi Esports,0
1236,Dark Passage,Beşiktaş Esports,0
1237,Gambit Esports,Dragon Army,1
1238,J Team,Nova Esports,0
1239,CrowCrowd,Elements Pro Gaming,0
1240,FURIA Esports,Vivo Keyd,0
1241,M19,RoX,0
1242,paiN Gaming,KaBuM! e-Sports,1
1243,Redemption eSports Porto Alegre,Flamengo Esports,1
1244,Prodigy Esports,INTZ,1
1245,eStar,Victory Five,1
1246,eStar,Victory Five,1
1247,Bilibili Gaming,Oh My God,1
1248,Oh My God,Bilibili Gaming,1
1249,Bilibili Gaming,Oh My God,0
1250,Vici Gaming,JD Gaming,1
1251,JD Gaming,Vici Gaming,1
1252,Vici Gaming,JD Gaming,0
1253,Rogue Warriors,EDward Gaming,1
1254,Rogue Warriors,EDward Gaming,0
1255,Rogue Warriors,EDward Gaming,1
1256,Team WE,FunPlus Phoenix,0
1257,Team WE,FunPlus Phoenix,0
1258,AVEZ Esport,devils.one,0
1259,devils.one,AVEZ Esport,1
1260,Demise,Phelan Gaming,0
1261,devils.one,AVEZ Esport,1
1262,BT Excel,Enclave Gaming,1
1263,Fnatic Rising,Barrage Esports,1
1264,MnM Gaming,NVision Esports,0
1265,ANEW Academy,Full Spectrum,0
1266,unknown team,Issue is Critical,0
1267,Full Spectrum,ANEW Academy,1
1268,Issue is Critical,unknown team,1
1269,Victory Five,LNG Esports,0
1270,LNG Esports,Victory Five,0
1271,LNG Esports,Victory Five,1
1272,Top Esports,Vici Gaming,0
1273,Vici Gaming,Top Esports,0
1274,Vici Gaming,Top Esports,0
1275,JD Gaming,Bilibili Gaming,1
1276,Bilibili Gaming,JD Gaming,0
1277,Illuminar Gaming,piratesports,1
1278,piratesports,Illuminar Gaming,1
1279,Illuminar Gaming,piratesports,1
1280,NVision Esports,Demise,1
1281,piratesports,Illuminar Gaming,0
1282,MnM Gaming,Fnatic Rising,0
1283,Phelan Gaming,BT Excel,0
1284,Enclave Gaming,Barrage Esports,1
1285,Team WE,Dominus Esports,1
1286,Team WE,Dominus Esports,1
1287,Invictus Gaming,LGD Gaming,1
1288,LGD Gaming,Invictus Gaming,1
1289,Invictus Gaming,LGD Gaming,1
1290,FunPlus Phoenix,Suning,1
1291,Suning,FunPlus Phoenix,0
1292,TSM Academy,Golden Guardians Academy,1
1293,Cloud9 Academy,100 Thieves Academy,1
1294,Immortals Academy,FlyQuest Academy,0
1295,Dignitas Academy,CLG Academy,0
1296,Team Liquid Academy,Evil Geniuses Academy,0
1297,Avant Gaming,Legacy Esports,0
1298,ORDER,Gravitas,1
